split,metric,value
70,position_correlation,0.8579136009757686
70,position_cosine,0.8103424165699609
70,normalized_position_rmse,0.541030684036954
70,velocity_direction_cosine,0.6431462415890363
70,speed_profile_correlation,0.7949492308542806
70,path_length_similarity,0.9712713133078618
70,acceleration_direction_cosine,0.5618111554421493
70,zero_lag_correlation,0.8625318089895517
70,best_lag_correlation,0.8627671880544017
71,position_correlation,0.8437477394636609
71,position_cosine,0.8104032073489361
71,normalized_position_rmse,0.5545881459274713
71,velocity_direction_cosine,0.6603887741755761
71,speed_profile_correlation,0.7815794412953907
71,path_length_similarity,0.9739553590270296
71,acceleration_direction_cosine,0.5894427891997691
71,zero_lag_correlation,0.8484910760028352
71,best_lag_correlation,0.8484910760028352
72,position_correlation,0.8426461020111898
72,position_cosine,0.8024355560239516
72,normalized_position_rmse,0.545318973721969
72,velocity_direction_cosine,0.6119931999134758
72,speed_profile_correlation,0.7622299230578385
72,path_length_similarity,0.9769416630083899
72,acceleration_direction_cosine,0.5437116040235457
72,zero_lag_correlation,0.8496221235093245
72,best_lag_correlation,0.8496221235093245
73,position_correlation,0.8115032534050208
73,position_cosine,0.7690376026544291
73,normalized_position_rmse,0.6735025846177235
73,velocity_direction_cosine,0.6730885219793051
73,speed_profile_correlation,0.7420936134364732
73,path_length_similarity,0.8878723304075794
73,acceleration_direction_cosine,0.5983999546953209
73,zero_lag_correlation,0.8186932127935433
73,best_lag_correlation,0.8186932127935433
74,position_correlation,0.868960576900949
74,position_cosine,0.8473666391022558
74,normalized_position_rmse,0.49800826268087506
74,velocity_direction_cosine,0.6195620171342935
74,speed_profile_correlation,0.7861089047548641
74,path_length_similarity,0.9722343023811825
74,acceleration_direction_cosine,0.542819088496773
74,zero_lag_correlation,0.8724373402562005
74,best_lag_correlation,0.8724373402562005
75,position_correlation,0.8638644198467635
75,position_cosine,0.8065204837824839
75,normalized_position_rmse,0.5356727182545035
75,velocity_direction_cosine,0.6218374637058
75,speed_profile_correlation,0.8157970291446651
75,path_length_similarity,0.9527828204615544
75,acceleration_direction_cosine,0.5283396469292376
75,zero_lag_correlation,0.8681632480492634
75,best_lag_correlation,0.8681632480492634
76,position_correlation,0.840895286763105
76,position_cosine,0.8166658803667275
76,normalized_position_rmse,0.6198099058716215
76,velocity_direction_cosine,0.6261278417107592
76,speed_profile_correlation,0.7461937945583834
76,path_length_similarity,0.9601005187312829
76,acceleration_direction_cosine,0.5386479477208035
76,zero_lag_correlation,0.8467281445406127
76,best_lag_correlation,0.8467281445406127
77,position_correlation,0.8722811248633588
77,position_cosine,0.8415763319051833
77,normalized_position_rmse,0.5271754527922294
77,velocity_direction_cosine,0.6428682730083155
77,speed_profile_correlation,0.786477161127084
